Order,Level,Toolkit,Package,Class Name,Note,New Name
1349,1,TKDEOBJ,RWObj,RWObj_MtlReader,Ready,MtlReader
1350,1,TKDEOBJ,RWObj,RWObj_ObjWriterContext,Ready,ObjWriterContext
1351,1,TKDEOBJ,RWObj,RWObj_Reader,Ready,Reader2
1352,1,TKDEOBJ,RWObj,RWObj_SubMesh,Ready,SubMesh
1353,1,TKDEPLY,DEPLY,RWPly_InternalSection,Ready,RWPly_InternalSection1
1354,1,TKDEPLY,RWPly,RWPly_PlyWriterContext,Ready,PlyWriterContext
1355,1,TKDESTEP,DESTEP,DESTEP_Parameters,Ready,Parameters2
1356,1,TKDESTEP,STEPConstruct,STEPConstruct_RenderingProperties,Ready,RenderingProperties
1357,1,TKDESTEP,STEPSelections,STEPSelections_HSequenceOfAssemblyLink,Ready,HSequenceOfAssemblyLink
1358,1,TKDESTEP,StepAP203,StepAP203_HArray1OfApprovedItem,Ready,HArray1OfApprovedItem
1359,1,TKDESTEP,StepAP203,StepAP203_HArray1OfCertifiedItem,Ready,HArray1OfCertifiedItem
1360,1,TKDESTEP,StepAP203,StepAP203_HArray1OfChangeRequestItem,Ready,HArray1OfChangeRequestItem
1361,1,TKDESTEP,StepAP203,StepAP203_HArray1OfClassifiedItem,Ready,HArray1OfClassifiedItem
1362,1,TKDESTEP,StepAP203,StepAP203_HArray1OfContractedItem,Ready,HArray1OfContractedItem
1363,1,TKDESTEP,StepAP203,StepAP203_HArray1OfDateTimeItem,Ready,HArray1OfDateTimeItem
1364,1,TKDESTEP,StepAP203,StepAP203_HArray1OfPersonOrganizationItem,Ready,HArray1OfPersonOrganizationItem
1365,1,TKDESTEP,StepAP203,StepAP203_HArray1OfSpecifiedItem,Ready,HArray1OfSpecifiedItem
1366,1,TKDESTEP,StepAP203,StepAP203_HArray1OfStartRequestItem,Ready,HArray1OfStartRequestItem
1367,1,TKDESTEP,StepAP203,StepAP203_HArray1OfWorkItem,Ready,HArray1OfWorkItem
1368,1,TKDESTEP,StepAP214,StepAP214_HArray1OfApprovalItem,Ready,HArray1OfApprovalItem
1369,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignDateAndPersonItem,Ready,HArray1OfAutoDesignDateAndPersonItem
1370,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignDateAndTimeItem,Ready,HArray1OfAutoDesignDateAndTimeItem
1371,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignDatedItem,Ready,HArray1OfAutoDesignDatedItem
1372,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignGeneralOrgItem,Ready,HArray1OfAutoDesignGeneralOrgItem
1373,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignGroupedItem,Ready,HArray1OfAutoDesignGroupedItem
1374,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignPresentedItemSelect,Ready,HArray1OfAutoDesignPresentedItemSelect
1375,1,TKDESTEP,StepAP214,StepAP214_HArray1OfAutoDesignReferencingItem,Ready,HArray1OfAutoDesignReferencingItem
1376,1,TKDESTEP,StepAP214,StepAP214_HArray1OfDateAndTimeItem,Ready,HArray1OfDateAndTimeItem
1377,1,TKDESTEP,StepAP214,StepAP214_HArray1OfDateItem,Ready,HArray1OfDateItem
1378,1,TKDESTEP,StepAP214,StepAP214_HArray1OfDocumentReferenceItem,Ready,HArray1OfDocumentReferenceItem
1379,1,TKDESTEP,StepAP214,StepAP214_HArray1OfExternalIdentificationItem,Ready,HArray1OfExternalIdentificationItem
1380,1,TKDESTEP,StepAP214,StepAP214_HArray1OfGroupItem,Ready,HArray1OfGroupItem
1381,1,TKDESTEP,StepAP214,StepAP214_HArray1OfOrganizationItem,Ready,HArray1OfOrganizationItem
1382,1,TKDESTEP,StepAP214,StepAP214_HArray1OfPersonAndOrganizationItem,Ready,HArray1OfPersonAndOrganizationItem
1383,1,TKDESTEP,StepAP214,StepAP214_HArray1OfPresentedItemSelect,Ready,HArray1OfPresentedItemSelect
1384,1,TKDESTEP,StepAP214,StepAP214_HArray1OfSecurityClassificationItem,Ready,HArray1OfSecurityClassificationItem
1385,1,TKDESTEP,StepBasic,StepBasic_CoordinatedUniversalTimeOffset,Ready,CoordinatedUniversalTimeOffset
1386,1,TKDESTEP,StepBasic,StepBasic_Date,Ready,Date1
1387,1,TKDESTEP,StepBasic,StepBasic_DimensionalExponents,Ready,DimensionalExponents
1388,1,TKDESTEP,StepBasic,StepBasic_HArray1OfApproval,Ready,HArray1OfApproval
1389,1,TKDESTEP,StepBasic,StepBasic_HArray1OfDerivedUnitElement,Ready,HArray1OfDerivedUnitElement
1390,1,TKDESTEP,StepBasic,StepBasic_HArray1OfDocument,Ready,HArray1OfDocument
1391,1,TKDESTEP,StepBasic,StepBasic_HArray1OfNamedUnit,Ready,HArray1OfNamedUnit
1392,1,TKDESTEP,StepBasic,StepBasic_HArray1OfOrganization,Ready,HArray1OfOrganization
1393,1,TKDESTEP,StepBasic,StepBasic_HArray1OfPerson,Ready,HArray1OfPerson
1394,1,TKDESTEP,StepBasic,StepBasic_HArray1OfProduct,Ready,HArray1OfProduct
1395,1,TKDESTEP,StepBasic,StepBasic_HArray1OfProductContext,Ready,HArray1OfProductContext
1396,1,TKDESTEP,StepBasic,StepBasic_HArray1OfProductDefinition,Ready,HArray1OfProductDefinition
1397,1,TKDESTEP,StepBasic,StepBasic_HArray1OfUncertaintyMeasureWithUnit,Ready,HArray1OfUncertaintyMeasureWithUnit
1398,1,TKDESTEP,StepData,StepData_EDescr,Ready,EDescr
1399,1,TKDESTEP,StepData,StepData_Field,Ready,Field
1400,1,TKDESTEP,StepData,StepData_FieldListN,Ready,FieldListN
1401,1,TKDESTEP,StepData,StepData_FileRecognizer,Ready,FileRecognizer
1402,1,TKDESTEP,StepData,StepData_HArray1OfField,Ready,HArray1OfField
1403,1,TKDESTEP,StepData,StepData_SelectMember,Ready,SelectMember
1404,1,TKDESTEP,StepData,StepData_SelectType,Ready,SelectType
1405,1,TKDESTEP,StepDimTol,StepDimTol_HArray1OfDatumReference,Ready,HArray1OfDatumReference
1406,1,TKDESTEP,StepDimTol,StepDimTol_HArray1OfDatumReferenceCompartment,Ready,HArray1OfDatumReferenceCompartment
1407,1,TKDESTEP,StepDimTol,StepDimTol_HArray1OfDatumReferenceElement,Ready,HArray1OfDatumReferenceElement
1408,1,TKDESTEP,StepDimTol,StepDimTol_HArray1OfDatumReferenceModifier,Ready,HArray1OfDatumReferenceModifier
1409,1,TKDESTEP,StepDimTol,StepDimTol_HArray1OfDatumSystemOrReference,Ready,HArray1OfDatumSystemOrReference
1410,1,TKDESTEP,StepDimTol,StepDimTol_HArray1OfGeometricToleranceModifier,Ready,HArray1OfGeometricToleranceModifier
1411,1,TKDESTEP,StepDimTol,StepDimTol_HArray1OfToleranceZoneTarget,Ready,HArray1OfToleranceZoneTarget
1412,1,TKDESTEP,StepElement,StepElement_HArray1OfCurveElementEndReleasePacket,Ready,HArray1OfCurveElementEndReleasePacket
1413,1,TKDESTEP,StepElement,StepElement_HArray1OfCurveElementSectionDefinition,Ready,HArray1OfCurveElementSectionDefinition
1414,1,TKDESTEP,StepElement,StepElement_HArray1OfHSequenceOfCurveElementPurposeMember,Ready,HArray1OfHSequenceOfCurveElementPurposeMember
1415,1,TKDESTEP,StepElement,StepElement_HArray1OfHSequenceOfSurfaceElementPurposeMember,Ready,HArray1OfHSequenceOfSurfaceElementPurposeMember
1416,1,TKDESTEP,StepElement,StepElement_HArray1OfMeasureOrUnspecifiedValue,Ready,HArray1OfMeasureOrUnspecifiedValue
1417,1,TKDESTEP,StepElement,StepElement_HArray1OfSurfaceSection,Ready,HArray1OfSurfaceSection
1418,1,TKDESTEP,StepElement,StepElement_HArray1OfVolumeElementPurpose,Ready,HArray1OfVolumeElementPurpose
1419,1,TKDESTEP,StepElement,StepElement_HArray1OfVolumeElementPurposeMember,Ready,HArray1OfVolumeElementPurposeMember
1420,1,TKDESTEP,StepElement,StepElement_HArray2OfCurveElementPurposeMember,Ready,HArray2OfCurveElementPurposeMember
1421,1,TKDESTEP,StepElement,StepElement_HArray2OfSurfaceElementPurpose,Ready,HArray2OfSurfaceElementPurpose
1422,1,TKDESTEP,StepElement,StepElement_HArray2OfSurfaceElementPurposeMember,Ready,HArray2OfSurfaceElementPurposeMember
1423,1,TKDESTEP,StepElement,StepElement_HSequenceOfCurveElementPurposeMember,Ready,HSequenceOfCurveElementPurposeMember
1424,1,TKDESTEP,StepElement,StepElement_HSequenceOfCurveElementSectionDefinition,Ready,HSequenceOfCurveElementSectionDefinition
1425,1,TKDESTEP,StepElement,StepElement_HSequenceOfElementMaterial,Ready,HSequenceOfElementMaterial
1426,1,TKDESTEP,StepElement,StepElement_HSequenceOfSurfaceElementPurposeMember,Ready,HSequenceOfSurfaceElementPurposeMember
1427,1,TKDESTEP,StepElement,StepElement_SurfaceSectionField,Ready,SurfaceSectionField
1428,1,TKDESTEP,StepFEA,StepFEA_HArray1OfCurveElementEndOffset,Ready,HArray1OfCurveElementEndOffset
1429,1,TKDESTEP,StepFEA,StepFEA_HArray1OfCurveElementEndRelease,Ready,HArray1OfCurveElementEndRelease
1430,1,TKDESTEP,StepFEA,StepFEA_HArray1OfCurveElementInterval,Ready,HArray1OfCurveElementInterval
1431,1,TKDESTEP,StepFEA,StepFEA_HArray1OfDegreeOfFreedom,Ready,HArray1OfDegreeOfFreedom
1432,1,TKDESTEP,StepFEA,StepFEA_HArray1OfElementRepresentation,Ready,HArray1OfElementRepresentation
1433,1,TKDESTEP,StepFEA,StepFEA_HArray1OfNodeRepresentation,Ready,HArray1OfNodeRepresentation
1434,1,TKDESTEP,StepFEA,StepFEA_HSequenceOfCurve3dElementProperty,Ready,HSequenceOfCurve3dElementProperty
1435,1,TKDESTEP,StepFEA,StepFEA_HSequenceOfElementGeometricRelationship,Ready,HSequenceOfElementGeometricRelationship
1436,1,TKDESTEP,StepFEA,StepFEA_HSequenceOfElementRepresentation,Ready,HSequenceOfElementRepresentation
1437,1,TKDESTEP,StepFEA,StepFEA_HSequenceOfNodeRepresentation,Ready,HSequenceOfNodeRepresentation
1438,1,TKDESTEP,StepGeom,StepGeom_HArray1OfBoundaryCurve,Ready,HArray1OfBoundaryCurve
1439,1,TKDESTEP,StepGeom,StepGeom_HArray1OfCartesianPoint,Ready,HArray1OfCartesianPoint
1440,1,TKDESTEP,StepGeom,StepGeom_HArray1OfCompositeCurveSegment,Ready,HArray1OfCompositeCurveSegment
1441,1,TKDESTEP,StepGeom,StepGeom_HArray1OfCurve,Ready,HArray1OfCurve1
1442,1,TKDESTEP,StepGeom,StepGeom_HArray1OfPcurveOrSurface,Ready,HArray1OfPcurveOrSurface
1443,1,TKDESTEP,StepGeom,StepGeom_HArray1OfSurfaceBoundary,Ready,HArray1OfSurfaceBoundary
1444,1,TKDESTEP,StepGeom,StepGeom_HArray1OfTrimmingSelect,Ready,HArray1OfTrimmingSelect
1445,1,TKDESTEP,StepGeom,StepGeom_HArray2OfCartesianPoint,Ready,HArray2OfCartesianPoint
1446,1,TKDESTEP,StepGeom,StepGeom_HArray2OfSurfacePatch,Ready,HArray2OfSurfacePatch
1447,1,TKDESTEP,StepRepr,StepRepr_HArray1OfMaterialPropertyRepresentation,Ready,HArray1OfMaterialPropertyRepresentation
1448,1,TKDESTEP,StepRepr,StepRepr_HArray1OfPropertyDefinitionRepresentation,Ready,HArray1OfPropertyDefinitionRepresentation
1449,1,TKDESTEP,StepRepr,StepRepr_HArray1OfRepresentationItem,Ready,HArray1OfRepresentationItem
1450,1,TKDESTEP,StepRepr,StepRepr_HArray1OfShapeAspect,Ready,HArray1OfShapeAspect
1451,1,TKDESTEP,StepRepr,StepRepr_HSequenceOfMaterialPropertyRepresentation,Ready,HSequenceOfMaterialPropertyRepresentation
1452,1,TKDESTEP,StepRepr,StepRepr_HSequenceOfRepresentationItem,Ready,HSequenceOfRepresentationItem
1453,1,TKDESTEP,StepShape,StepShape_HArray1OfConnectedEdgeSet,Ready,HArray1OfConnectedEdgeSet
1454,1,TKDESTEP,StepShape,StepShape_HArray1OfConnectedFaceSet,Ready,HArray1OfConnectedFaceSet
1455,1,TKDESTEP,StepShape,StepShape_HArray1OfEdge,Ready,HArray1OfEdge
1456,1,TKDESTEP,StepShape,StepShape_HArray1OfFace,Ready,HArray1OfFace1
1457,1,TKDESTEP,StepShape,StepShape_HArray1OfFaceBound,Ready,HArray1OfFaceBound
1458,1,TKDESTEP,StepShape,StepShape_HArray1OfGeometricSetSelect,Ready,HArray1OfGeometricSetSelect
1459,1,TKDESTEP,StepShape,StepShape_HArray1OfOrientedClosedShell,Ready,HArray1OfOrientedClosedShell
1460,1,TKDESTEP,StepShape,StepShape_HArray1OfOrientedEdge,Ready,HArray1OfOrientedEdge
1461,1,TKDESTEP,StepShape,StepShape_HArray1OfShapeDimensionRepresentationItem,Ready,HArray1OfShapeDimensionRepresentationItem
1462,1,TKDESTEP,StepShape,StepShape_HArray1OfShell,Ready,HArray1OfShell1
1463,1,TKDESTEP,StepShape,StepShape_HArray1OfValueQualifier,Ready,HArray1OfValueQualifier
1464,1,TKDESTEP,StepShape,StepShape_PrecisionQualifier,Ready,PrecisionQualifier
1465,1,TKDESTEP,StepShape,StepShape_ToleranceValue,Ready,ToleranceValue
1466,1,TKDESTEP,StepToTopoDS,StepToTopoDS_MakeTransformed,Ready,MakeTransformed
1467,1,TKDESTEP,StepVisual,StepVisual_Colour,Ready,Colour
1468,1,TKDESTEP,StepVisual,StepVisual_CurveStyleFontPattern,Ready,CurveStyleFontPattern
1469,1,TKDESTEP,StepVisual,StepVisual_HArray1OfAnnotationPlaneElement,Ready,HArray1OfAnnotationPlaneElement
1470,1,TKDESTEP,StepVisual,StepVisual_HArray1OfBoxCharacteristicSelect,Ready,HArray1OfBoxCharacteristicSelect
1471,1,TKDESTEP,StepVisual,StepVisual_HArray1OfCameraModelD3MultiClippingInterectionSelect,Ready,HArray1OfCameraModelD3MultiClippingInterectionSelect
1472,1,TKDESTEP,StepVisual,StepVisual_HArray1OfCameraModelD3MultiClippingUnionSelect,Ready,HArray1OfCameraModelD3MultiClippingUnionSelect
1473,1,TKDESTEP,StepVisual,StepVisual_HArray1OfCurveStyleFontPattern,Ready,HArray1OfCurveStyleFontPattern
1474,1,TKDESTEP,StepVisual,StepVisual_HArray1OfDirectionCountSelect,Ready,HArray1OfDirectionCountSelect
1475,1,TKDESTEP,StepVisual,StepVisual_HArray1OfDraughtingCalloutElement,Ready,HArray1OfDraughtingCalloutElement
1476,1,TKDESTEP,StepVisual,StepVisual_HArray1OfFillStyleSelect,Ready,HArray1OfFillStyleSelect
1477,1,TKDESTEP,StepVisual,StepVisual_HArray1OfInvisibleItem,Ready,HArray1OfInvisibleItem
1478,1,TKDESTEP,StepVisual,StepVisual_HArray1OfLayeredItem,Ready,HArray1OfLayeredItem
1479,1,TKDESTEP,StepVisual,StepVisual_HArray1OfPresentationStyleAssignment,Ready,HArray1OfPresentationStyleAssignment
1480,1,TKDESTEP,StepVisual,StepVisual_HArray1OfPresentationStyleSelect,Ready,HArray1OfPresentationStyleSelect
1481,1,TKDESTEP,StepVisual,StepVisual_HArray1OfRenderingPropertiesSelect,Ready,HArray1OfRenderingPropertiesSelect
1482,1,TKDESTEP,StepVisual,StepVisual_HArray1OfStyleContextSelect,Ready,HArray1OfStyleContextSelect
1483,1,TKDESTEP,StepVisual,StepVisual_HArray1OfSurfaceStyleElementSelect,Ready,HArray1OfSurfaceStyleElementSelect
1484,1,TKDESTEP,StepVisual,StepVisual_HArray1OfTessellatedEdgeOrVertex,Ready,HArray1OfTessellatedEdgeOrVertex
1485,1,TKDESTEP,StepVisual,StepVisual_HArray1OfTessellatedStructuredItem,Ready,HArray1OfTessellatedStructuredItem
1486,1,TKDESTEP,StepVisual,StepVisual_HArray1OfTextOrCharacter,Ready,HArray1OfTextOrCharacter
1487,1,TKDESTEP,StepVisual,StepVisual_PresentationSet,Ready,PresentationSet
1488,1,TKDESTEP,StepVisual,StepVisual_PresentedItem,Ready,PresentedItem
1489,1,TKDESTEP,StepVisual,StepVisual_SurfaceStyleReflectanceAmbient,Ready,SurfaceStyleReflectanceAmbient
1490,1,TKDESTEP,StepVisual,StepVisual_SurfaceStyleTransparent,Ready,SurfaceStyleTransparent
1491,1,TKDESTL,RWStl,RWStl_Reader,Ready,Reader3
1492,1,TKDEVRML,Vrml,Vrml_DirectionalLight,Ready,DirectionalLight
1493,1,TKDEVRML,Vrml,Vrml_Info,Ready,Info
1494,1,TKDEVRML,Vrml,Vrml_Instancing,Ready,Instancing
1495,1,TKDEVRML,Vrml,Vrml_OrthographicCamera,Ready,OrthographicCamera
1496,1,TKDEVRML,Vrml,Vrml_PerspectiveCamera,Ready,PerspectiveCamera
1497,1,TKDEVRML,Vrml,Vrml_PointLight,Ready,PointLight
1498,1,TKDEVRML,Vrml,Vrml_Rotation,Ready,Rotation
1499,1,TKDEVRML,Vrml,Vrml_SpotLight,Ready,SpotLight
1500,1,TKDEVRML,Vrml,Vrml_Transform,Ready,Transform
1501,1,TKDEVRML,Vrml,Vrml_WWWAnchor,Ready,WWWAnchor
1502,1,TKDEVRML,Vrml,Vrml_WWWInline,Ready,WWWInline
1503,1,TKDraw,Draw,CallBackData,Ready,CallBackData1
1504,1,TKDraw,Draw,Draw_Drawable3D,Ready,Drawable3D
1505,1,TKDraw,Draw,Draw_View,Ready,View
1506,1,TKDraw,DrawTrSurf,DrawTrSurf_Params,Ready,Params1
1507,1,TKExpress,Expr,Expr_GeneralExpression,Ready,GeneralExpression
1508,1,TKExpress,Expr,Expr_GeneralFunction,Ready,GeneralFunction
1509,1,TKExpress,Expr,Expr_GeneralRelation,Ready,GeneralRelation
1510,1,TKExpress,ExprIntrp,ExprIntrp_Generator,Ready,Generator
1511,1,TKExpress,Express,Express_HSequenceOfEntity,Ready,HSequenceOfEntity
1512,1,TKExpress,Express,Express_HSequenceOfField,Ready,HSequenceOfField
1513,1,TKExpress,Express,Express_HSequenceOfItem,Ready,HSequenceOfItem
1514,1,TKExpress,Express,Express_Type,Ready,Type
1515,1,TKFeat,LocOpe,LocOpe_GeneratedShape,Ready,GeneratedShape
1516,1,TKFillet,ChFiDS,ChFiDS_HData,Ready,HData
1517,1,TKFillet,ChFiDS,ChFiDS_SecHArray1,Ready,SecHArray1
1518,1,TKG2d,Adaptor2d,Adaptor2d_Curve2d,Ready,Curve2d1
1519,1,TKG2d,Geom2d,Geom2d_Geometry,Ready,Geometry2
1520,1,TKG2d,Geom2d,Geom2d_Transformation,Ready,Transformation
1521,1,TKG2d,Geom2dEvaluator,Geom2dEvaluator_Curve,Ready,Curve4
1522,1,TKG2d,Geom2dLProp,Geom2dLProp_CurAndInf2d,Ready,CurAndInf2d
1523,1,TKG2d,TColGeom2d,TColGeom2d_HArray1OfBSplineCurve,Ready,HArray1OfBSplineCurve
1524,1,TKG2d,TColGeom2d,TColGeom2d_HArray1OfBezierCurve,Ready,HArray1OfBezierCurve
1525,1,TKG2d,TColGeom2d,TColGeom2d_HArray1OfCurve,Ready,HArray1OfCurve2
1526,1,TKG2d,TColGeom2d,TColGeom2d_HSequenceOfBoundedCurve,Ready,HSequenceOfBoundedCurve
1527,1,TKG2d,TColGeom2d,TColGeom2d_HSequenceOfCurve,Ready,HSequenceOfCurve
1528,1,TKG3d,Adaptor3d,Adaptor3d_Curve,Ready,Curve5
1529,1,TKG3d,Adaptor3d,Adaptor3d_HVertex,Ready,HVertex
1530,1,TKG3d,Adaptor3d,Adaptor3d_Surface,Ready,Surface
1531,1,TKG3d,AdvApprox,AdvApprox_DichoCutting,Ready,DichoCutting
1532,1,TKG3d,AdvApprox,AdvApprox_PrefAndRec,Ready,PrefAndRec
1533,1,TKG3d,AdvApprox,AdvApprox_PrefCutting,Ready,PrefCutting
1534,1,TKG3d,GProp,GProp_CelGProps,Ready,CelGProps
1535,1,TKG3d,GProp,GProp_PGProps,Ready,PGProps
1536,1,TKG3d,GProp,GProp_SelGProps,Ready,SelGProps
1537,1,TKG3d,GProp,GProp_VelGProps,Ready,VelGProps
1538,1,TKG3d,Geom,Geom_Geometry,Ready,Geometry3
1539,1,TKG3d,Geom,Geom_HSequenceOfBSplineSurface,Ready,HSequenceOfBSplineSurface
1540,1,TKG3d,Geom,Geom_Transformation,Ready,Transformation1
1541,1,TKG3d,GeomEvaluator,GeomEvaluator_Curve,Ready,Curve6
1542,1,TKG3d,GeomEvaluator,GeomEvaluator_Surface,Ready,Surface1
1543,1,TKG3d,TColGeom,TColGeom_HArray1OfBSplineCurve,Ready,HArray1OfBSplineCurve1
1544,1,TKG3d,TColGeom,TColGeom_HArray1OfBezierCurve,Ready,HArray1OfBezierCurve1
1545,1,TKG3d,TColGeom,TColGeom_HArray1OfCurve,Ready,HArray1OfCurve3
1546,1,TKG3d,TColGeom,TColGeom_HArray1OfSurface,Ready,HArray1OfSurface
1547,1,TKG3d,TColGeom,TColGeom_HArray2OfSurface,Ready,HArray2OfSurface
1548,1,TKG3d,TColGeom,TColGeom_HSequenceOfBoundedCurve,Ready,HSequenceOfBoundedCurve1
1549,1,TKG3d,TColGeom,TColGeom_HSequenceOfCurve,Ready,HSequenceOfCurve1
1550,1,TKGeomAlgo,FairCurve,FairCurve_BattenLaw,Ready,BattenLaw
1551,1,TKGeomAlgo,FairCurve,FairCurve_Newton,Ready,Newton
1552,1,TKGeomAlgo,GccInt,GccInt_Bisec,Ready,Bisec
1553,1,TKGeomAlgo,Geom2dInt,Geom2dInt_TheIntConicCurveOfGInter,Ready,TheIntConicCurveOfGInter
1554,1,TKGeomAlgo,Geom2dInt,Geom2dInt_TheIntPCurvePCurveOfGInter,Ready,TheIntPCurvePCurveOfGInter
1555,1,TKGeomAlgo,Geom2dInt,Geom2dInt_TheIntersectorOfTheIntConicCurveOfGInter,Ready,TheIntersectorOfTheIntConicCurveOfGInter
1556,1,TKGeomAlgo,GeomFill,GeomFill_Boundary,Ready,Boundary
1557,1,TKGeomAlgo,GeomFill,GeomFill_HArray1OfLocationLaw,Ready,HArray1OfLocationLaw
1558,1,TKGeomAlgo,GeomFill,GeomFill_HArray1OfSectionLaw,Ready,HArray1OfSectionLaw
1559,1,TKGeomAlgo,GeomFill,GeomFill_HSequenceOfAx2,Ready,HSequenceOfAx2
1560,1,TKGeomAlgo,GeomFill,GeomFill_Line,Ready,Line1
1561,1,TKGeomAlgo,GeomFill,GeomFill_LocationLaw,Ready,LocationLaw
1562,1,TKGeomAlgo,GeomFill,GeomFill_SectionLaw,Ready,SectionLaw
1563,1,TKGeomAlgo,GeomFill,GeomFill_TgtField,Ready,TgtField
1564,1,TKGeomAlgo,GeomInt,GeomInt_BSpGradient_BFGSOfMyBSplGradientOfTheComputeLineOfWLApprox,Ready,BSpGradient_BFGSOfMyBSplGradientOfTheComputeLineOfWLApprox
1565,1,TKGeomAlgo,GeomInt,GeomInt_Gradient_BFGSOfMyGradientOfTheComputeLineBezierOfWLApprox,Ready,Gradient_BFGSOfMyGradientOfTheComputeLineBezierOfWLApprox
1566,1,TKGeomAlgo,GeomInt,GeomInt_Gradient_BFGSOfMyGradientbisOfTheComputeLineOfWLApprox,Ready,Gradient_BFGSOfMyGradientbisOfTheComputeLineOfWLApprox
1567,1,TKGeomAlgo,GeomPlate,GeomPlate_HArray1OfHCurve,Ready,HArray1OfHCurve
1568,1,TKGeomAlgo,GeomPlate,GeomPlate_HArray1OfSequenceOfReal,Ready,HArray1OfSequenceOfReal
1569,1,TKGeomAlgo,GeomPlate,GeomPlate_HSequenceOfCurveConstraint,Ready,HSequenceOfCurveConstraint
1570,1,TKGeomAlgo,GeomPlate,GeomPlate_HSequenceOfPointConstraint,Ready,HSequenceOfPointConstraint
1571,1,TKGeomAlgo,GeomPlate,GeomPlate_PlateG0Criterion,Ready,PlateG0Criterion
1572,1,TKGeomAlgo,GeomPlate,GeomPlate_PlateG1Criterion,Ready,PlateG1Criterion
1573,1,TKGeomAlgo,HatchGen,HatchGen_PointOnElement,Ready,PointOnElement
1574,1,TKGeomAlgo,HatchGen,HatchGen_PointOnHatching,Ready,PointOnHatching
1575,1,TKGeomAlgo,IntCurve,IntCurve_IntImpConicParConic,Ready,IntImpConicParConic
1576,1,TKGeomAlgo,IntCurveSurface,IntCurveSurface_HInter,Ready,HInter
1577,1,TKGeomAlgo,IntCurveSurface,IntCurveSurface_IntersectionSegment,Ready,IntersectionSegment
1578,1,TKGeomAlgo,IntCurveSurface,IntCurveSurface_TheInterferenceOfHInter,Ready,TheInterferenceOfHInter
1579,1,TKGeomAlgo,IntPatch,IntPatch_ImpImpIntersection,Ready,ImpImpIntersection
1580,1,TKGeomAlgo,IntPatch,IntPatch_ImpPrmIntersection,Ready,ImpPrmIntersection
1581,1,TKGeomAlgo,IntPatch,IntPatch_InterferencePolyhedron,Ready,InterferencePolyhedron
1582,1,TKGeomAlgo,IntPatch,IntPatch_Line,Ready,Line2
1583,1,TKGeomAlgo,IntPatch,IntPatch_TheIWalking,Ready,TheIWalking
1584,1,TKGeomAlgo,IntPolyh,IntPolyh_Triangle,Ready,Triangle4
1585,1,TKGeomAlgo,IntRes2d,IntRes2d_IntersectionPoint,Ready,IntersectionPoint2
1586,1,TKGeomAlgo,IntStart,IntStart_SITopolTool,Ready,SITopolTool
1587,1,TKGeomAlgo,IntSurf,IntSurf_LineOn2S,Ready,LineOn2S
1588,1,TKGeomAlgo,Intf,Intf_InterferencePolygon2d,Ready,InterferencePolygon2d
1589,1,TKGeomAlgo,Intf,Intf_Polygon2d,Ready,Polygon2d
1590,1,TKGeomAlgo,Law,Law_Function,Ready,Function2
1591,1,TKGeomAlgo,NLPlate,NLPlate_HGPPConstraint,Ready,HGPPConstraint
1592,1,TKGeomAlgo,Plate,Plate_GtoCConstraint,Ready,GtoCConstraint
1593,1,TKGeomAlgo,Plate,Plate_HArray1OfPinpointConstraint,Ready,HArray1OfPinpointConstraint
1594,1,TKGeomBase,AdvApp2Var,AdvApp2Var_Node,Ready,Node
1595,1,TKGeomBase,AdvApp2Var,Namelist,Ready,Namelist1
1596,1,TKGeomBase,AppDef,AppDef_BSpGradient_BFGSOfMyBSplGradientOfBSplineCompute,Ready,BSpGradient_BFGSOfMyBSplGradientOfBSplineCompute
1597,1,TKGeomBase,AppDef,AppDef_Gradient_BFGSOfMyGradientOfCompute,Ready,Gradient_BFGSOfMyGradientOfCompute
1598,1,TKGeomBase,AppDef,AppDef_Gradient_BFGSOfMyGradientbisOfBSplineCompute,Ready,Gradient_BFGSOfMyGradientbisOfBSplineCompute
1599,1,TKGeomBase,AppDef,AppDef_Gradient_BFGSOfTheGradient,Ready,Gradient_BFGSOfTheGradient
1600,1,TKGeomBase,AppDef,AppDef_HArray1OfMultiPointConstraint,Ready,HArray1OfMultiPointConstraint
1601,1,TKGeomBase,AppDef,AppDef_SmoothCriterion,Ready,SmoothCriterion
1602,1,TKGeomBase,AppParCurves,AppParCurves_HArray1OfConstraintCouple,Ready,HArray1OfConstraintCouple
1603,1,TKGeomBase,AppParCurves,AppParCurves_HArray1OfMultiBSpCurve,Ready,HArray1OfMultiBSpCurve
1604,1,TKGeomBase,AppParCurves,AppParCurves_HArray1OfMultiCurve,Ready,HArray1OfMultiCurve
1605,1,TKGeomBase,AppParCurves,AppParCurves_HArray1OfMultiPoint,Ready,HArray1OfMultiPoint
1606,1,TKGeomBase,AppParCurves,AppParCurves_MultiPoint,Ready,MultiPoint
1607,1,TKGeomBase,Approx,Approx_HArray1OfAdHSurface,Ready,HArray1OfAdHSurface
1608,1,TKGeomBase,Approx,Approx_HArray1OfGTrsf2d,Ready,HArray1OfGTrsf2d
